,last_scraped,id,host_id,host_is_superhost,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,occ_rate,monthly_income,multi_listing_host,neighborhood
93447,2021-02-20,6422,12172,1,37206.0,36.17315,-86.73581,Guest suite,Private room,2,1.0,3.0,40.0,30.0,365.0,3,3,3,674,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.7,851.6666666666667,0,East_Nashville
93448,2021-02-20,25613,95811,1,37206.0,36.17826,-86.74162,Guest suite,Private room,2,1.0,1.0,75.0,2.0,30.0,0,0,0,510,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.5089315068493151,1161.0,0,East_Nashville
93449,2021-02-20,136015,666322,0,37214.0,36.19464,-86.67195,Apartment,Entire home/apt,2,1.0,1.0,103.0,30.0,1125.0,0,0,0,50,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.0,0.7,2193.0416666666665,1,Donelson
93450,2021-02-20,258817,22296,1,37076.0,36.16249000000001,-86.58988000000002,Guest suite,Private room,2,1.0,2.0,27.0,30.0,365.0,29,59,89,96,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,7.0,0.7,574.875,1,Donelson
93451,2021-02-20,289242,22296,1,37076.0,36.16102,-86.59206999999998,Guest suite,Private room,1,1.0,3.0,24.0,30.0,365.0,29,59,89,76,94.0,9.0,8.0,10.0,9.0,9.0,9.0,0,7.0,0.7,510.99999999999994,1,Donelson
93452,2021-02-20,319705,22296,1,37076.0,36.16296,-86.59187,Guest suite,Private room,3,1.0,5.0,31.0,30.0,365.0,29,59,89,48,95.0,9.0,9.0,10.0,9.0,9.0,9.0,0,7.0,0.7,660.0416666666666,1,Donelson
93453,2021-02-20,340081,22296,1,37076.0,36.16128,-86.58986,Guest suite,Private room,3,1.0,3.0,24.0,30.0,365.0,30,60,90,77,97.0,9.0,9.0,10.0,10.0,9.0,10.0,0,7.0,0.7,510.99999999999994,1,Donelson
93454,2021-02-20,395889,1547584,1,37206.0,36.16492,-86.7501,Guest suite,Private room,2,1.0,1.0,69.0,1.0,5.0,28,47,73,233,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1.0,0.26301369863013696,551.9999999999999,0,East_Nashville
93455,2021-02-21,421290,1684051,1,37203.0,36.1723,-86.7925,Guest suite,Entire home/apt,2,1.0,1.0,82.0,2.0,60.0,19,45,66,819,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,0.7,1745.9166666666667,1,Downtown
93456,2021-02-21,430052,1684051,1,37203.0,36.1723,-86.7925,Guest suite,Entire home/apt,2,1.0,1.0,79.0,2.0,60.0,15,37,58,810,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,0.7,1682.0416666666667,1,Downtown
93457,2021-02-20,431258,1684051,1,37203.0,36.1758,-86.7995,House,Entire home/apt,4,2.5,2.0,200.0,2.0,30.0,0,0,16,416,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,6.0,0.39452054794520547,2400.0,1,Downtown
93458,2021-02-20,491172,2427763,1,37207.0,36.18756,-86.74721,Guest suite,Private room,2,1.0,1.0,95.0,1.0,14.0,0,0,0,348,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.0,0.43002739726027395,1242.6,1,East_Nashville
93459,2021-02-20,501570,2427763,1,37206.0,36.19141,-86.74371,Guest suite,Private room,2,1.0,1.0,95.0,1.0,14.0,0,0,0,267,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.0,0.3313972602739726,957.6,1,East_Nashville
93460,2021-02-20,513664,2530554,0,37214.0,36.15478,-86.64912,Guest suite,Private room,4,1.0,2.0,90.0,2.0,30.0,28,58,88,27,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1.0,0.03682191780821918,100.80000000000001,0,Donelson
93461,2021-02-19,632636,1684051,1,37203.0,36.1723,-86.7925,Apartment,Entire home/apt,2,1.5,1.0,104.0,2.0,60.0,10,36,58,306,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.7,2214.3333333333335,1,Downtown
93462,2021-02-20,645985,1515903,1,37206.0,36.18565,-86.71511,Guest suite,Private room,1,1.0,1.0,29.0,30.0,365.0,0,0,20,47,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2.0,0.7,617.4583333333333,1,East_Nashville
93463,2021-02-20,648088,3250769,0,37203.0,36.1447,-86.79014000000002,Other,Private room,4,1.0,2.0,125.0,2.0,14.0,21,24,54,379,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.48526027397260274,1845.0000000000002,0,Downtown
93464,2021-02-20,674159,3422455,1,37206.0,36.17242,-86.73742,Guest suite,Entire home/apt,2,1.0,1.0,95.0,2.0,300.0,30,57,87,263,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,379.99999999999994,0,East_Nashville
93465,2021-02-20,681880,3471162,1,37216.0,36.21628,-86.70935,Guest suite,Entire home/apt,2,1.0,1.0,89.0,2.0,21.0,0,0,0,560,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.7,1894.9583333333333,0,East_Nashville
93466,2021-02-20,747429,2066370,0,37203.0,36.18276,-86.80296,House,Entire home/apt,10,2.0,3.0,150.0,2.0,1125.0,0,0,5,58,93.0,10.0,10.0,10.0,10.0,8.0,9.0,1,2.0,0.07627397260273971,347.99999999999994,1,North_Nashville
93467,2021-02-20,980344,441439,0,37209.0,36.144,-86.82826999999997,Guest suite,Private room,2,1.0,1.0,250.0,2.0,4.0,0,18,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.003945205479452055,30.0,1,West_Nashville
93468,2021-02-20,1006989,1896384,1,37206.0,36.17509,-86.73581,Guest suite,Entire home/apt,3,1.0,1.0,66.0,2.0,5.0,9,30,49,445,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.5260273972602739,1056.0,0,East_Nashville
93469,2021-02-20,1009550,5554006,1,37216.0,36.21235,-86.70461,Guest suite,Entire home/apt,4,1.0,4.0,99.0,5.0,28.0,29,59,88,201,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.6904109589041095,2079.0,0,East_Nashville
93470,2021-02-20,1039298,5721539,1,37216.0,36.2249,-86.72295,Guest suite,Entire home/apt,4,1.0,2.0,79.0,2.0,30.0,0,0,0,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.2248767123287671,540.36,0,East_Nashville
93471,2021-02-19,1065775,666322,0,37214.0,36.18058,-86.68721,House,Entire home/apt,6,1.0,2.0,100.0,30.0,1125.0,0,0,0,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.0,0.3353424657534247,1020.0000000000002,1,Donelson
93472,2021-02-20,1130166,6201847,1,37203.0,36.122,-86.78844000000002,Guest suite,Entire home/apt,3,1.0,2.0,86.0,2.0,10.0,1,3,13,383,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,344.0,0,South_Nashville
93473,2021-02-20,1209395,6604593,0,37203.0,36.14883,-86.79629,Condominium,Entire home/apt,2,1.0,1.0,86.0,3.0,1125.0,16,25,45,168,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.19726027397260273,516.0,0,Downtown
93474,2021-02-21,1300670,119023,1,37072.0,36.32114,-86.72644,Other,Entire home/apt,4,1.0,2.0,135.0,2.0,14.0,1,1,23,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,540.0,0,Madison
93475,2021-02-20,1300996,7073590,1,37206.0,36.1696,-86.7251,Apartment,Entire home/apt,4,1.0,1.0,59.0,1.0,1125.0,25,53,83,413,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,16.0,0.7,1256.2083333333333,1,East_Nashville
93476,2021-02-20,1376970,387150,0,37216.0,36.18945,-86.72531,House,Entire home/apt,3,1.0,1.0,89.0,30.0,1125.0,0,0,0,138,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2.0,0.7,1894.9583333333333,1,East_Nashville
93477,2021-02-19,1468175,7720839,0,37203.0,36.14901,-86.78818000000003,Guest suite,Private room,2,1.0,1.0,82.0,14.0,365.0,0,0,0,140,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,4.0,0.7,1745.9166666666667,1,Downtown
93478,2021-02-19,1469884,7720839,0,37203.0,36.14584,-86.78634,Guest suite,Private room,3,1.0,1.0,71.0,1.0,300.0,0,0,0,76,88.0,9.0,9.0,9.0,10.0,9.0,8.0,0,4.0,0.11046575342465753,238.56,1,South_Nashville
93479,2021-02-20,1537921,113637,1,37206.0,36.16794,-86.73759,Guest suite,Entire home/apt,2,1.0,1.0,95.0,2.0,1125.0,14,39,67,193,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,379.99999999999994,0,East_Nashville
93480,2021-02-20,1546787,6855810,1,37212.0,36.12903,-86.79335999999998,Apartment,Entire home/apt,3,1.0,2.0,87.0,2.0,365.0,12,37,65,343,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,45.0,0.5286575342465752,1398.9599999999998,1,Midtown
93481,2021-02-20,1550764,1684051,1,37203.0,36.17231,-86.79252,Guest suite,Entire home/apt,2,1.0,1.0,74.0,1.0,120.0,20,46,68,620,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,0.13150684931506848,296.0,1,Downtown
93482,2021-02-20,1557535,8291189,0,37216.0,36.22637,-86.70969000000002,House,Entire home/apt,12,2.5,8.0,625.0,3.0,360.0,23,46,67,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.1380821917808219,2625.0,0,East_Nashville
93483,2021-02-20,1583339,1567001,1,37206.0,36.17833,-86.74426,House,Entire home/apt,6,2.5,3.0,350.0,2.0,1125.0,0,0,18,45,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,4.0,0.06575342465753424,699.9999999999999,1,East_Nashville
93484,2021-02-20,1583557,1567001,1,37206.0,36.17833,-86.74426,House,Entire home/apt,4,1.5,2.0,150.0,1.0,1125.0,0,3,27,96,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,0.13939726027397262,636.0000000000001,1,East_Nashville
93485,2021-02-20,1584280,8440705,1,37206.0,36.17649,-86.74237,Guest suite,Entire home/apt,2,1.0,1.0,90.0,2.0,1125.0,20,50,80,327,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.47342465753424656,1296.0,0,East_Nashville
93486,2021-02-20,1587240,1567001,1,37206.0,36.17868,-86.74394000000002,Guest suite,Private room,2,1.5,1.0,70.0,2.0,1125.0,0,0,0,130,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,0.13150684931506848,280.0,1,East_Nashville
93487,2021-02-20,1640655,6154341,0,37203.0,36.1254,-86.77825,Guest suite,Private room,2,1.0,1.0,90.0,4.0,1125.0,28,58,88,149,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.43660273972602737,1195.2,0,South_Nashville
93488,2021-02-21,1661560,8804227,1,37206.0,36.17622,-86.73512,Apartment,Entire home/apt,6,1.0,2.0,174.0,1.0,160.0,23,48,75,109,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.16175342465753423,856.0799999999999,0,East_Nashville
93489,2021-02-20,1709396,9019156,0,37215.0,36.10774,-86.77698000000002,House,Entire home/apt,8,3.0,4.0,417.0,2.0,14.0,29,59,89,21,94.0,10.0,8.0,10.0,10.0,10.0,9.0,0,1.0,0.03287671232876712,416.99999999999994,0,Midtown
93490,2021-02-20,1786497,7503893,0,37216.0,36.19506,-86.71568,Apartment,Entire home/apt,4,1.0,3.0,75.0,30.0,120.0,30,60,90,99,95.0,9.0,10.0,10.0,10.0,9.0,9.0,1,2.0,0.7,1596.875,1,East_Nashville
93491,2021-02-20,1793477,7509912,1,37216.0,36.1978,-86.70568,Guest suite,Entire home/apt,6,1.0,6.0,130.0,1.0,1125.0,29,59,89,443,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.6588493150684931,2605.2,0,East_Nashville
93492,2021-02-20,1840652,2066370,0,37203.0,36.17642,-86.80901999999998,Townhouse,Entire home/apt,10,2.0,0.0,205.0,2.0,1125.0,23,43,64,118,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.0,0.17621917808219179,1098.8,1,North_Nashville
93493,2021-02-21,1844680,9637660,1,37216.0,36.21661,-86.7255,Guest suite,Private room,2,1.0,1.0,50.0,1.0,1125.0,0,0,0,166,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.0,0.25380821917808216,385.99999999999994,1,East_Nashville
93494,2021-02-20,1857152,9691837,1,37211.0,36.01750999999999,-86.71503,Guest suite,Private room,4,1.0,2.0,55.0,2.0,28.0,0,0,0,335,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.5023561643835616,840.4,0,Southeast_Nashville
93495,2021-02-20,1951714,7720839,0,37203.0,36.14721,-86.78759000000002,Other,Shared room,3,1.0,1.0,500.0,1.0,28.0,30,60,90,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,0.01052054794520548,160.0,1,Downtown
93496,2021-02-20,1954040,8196681,1,37216.0,36.20443,-86.72778000000002,Other,Private room,2,2.0,0.0,68.0,1.0,1125.0,15,45,75,240,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.362958904109589,750.7199999999999,0,East_Nashville
93497,2021-02-20,2022417,9041798,1,37216.0,36.21606,-86.72368,Guest suite,Entire home/apt,2,1.0,2.0,152.0,2.0,31.0,29,59,89,248,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.38531506849315067,1781.44,0,East_Nashville
93498,2021-02-19,2071080,7720839,0,37203.0,36.14717,-86.78754,Other,Shared room,1,1.0,1.0,104.0,1.0,99.0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,4.0,0.006575342465753425,20.800000000000004,1,Downtown
93499,2021-02-20,2071488,1790917,1,37211.0,36.11319,-86.73451,Guest suite,Private room,4,1.0,1.0,21.0,30.0,150.0,0,0,0,31,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0,2.0,0.7,447.125,1,South_Nashville
93500,2021-02-20,2083878,10643952,1,37203.0,36.17074,-86.79057,Guest suite,Entire home/apt,5,1.5,2.0,96.0,1.0,29.0,13,31,48,466,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.39452054794520547,1152.0,0,Downtown
93501,2021-02-20,2138177,6521193,1,37206.0,36.16137,-86.75327,Guest suite,Entire home/apt,4,1.0,1.0,101.0,2.0,29.0,22,48,71,355,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,404.0,0,East_Nashville
93502,2021-02-19,2170733,6036692,0,37206.0,36.18854,-86.74452,House,Entire home/apt,4,1.0,2.0,164.0,2.0,1125.0,0,0,0,54,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.0,0.08547945205479451,426.4,0,East_Nashville
93503,2021-02-20,2172240,171184,1,37215.0,36.12472,-86.81339,House,Entire home/apt,4,1.0,4.0,100.0,30.0,150.0,0,0,0,589,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.7,2129.166666666667,0,Midtown
93504,2021-02-20,2181743,7073590,1,37206.0,36.16976,-86.73836999999997,Apartment,Entire home/apt,6,1.0,3.0,95.0,1.0,1125.0,2,8,23,388,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,16.0,0.622027397260274,1797.4000000000003,1,East_Nashville
93505,2021-02-20,2247632,2245687,1,37206.0,36.1864,-86.71779000000002,House,Entire home/apt,12,3.0,5.0,314.0,3.0,90.0,22,41,68,143,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.0,0.32942465753424655,3146.2799999999997,0,East_Nashville
93506,2021-02-20,2261942,11550460,1,37207.0,36.18181,-86.7528,Other,Private room,2,1.0,1.0,78.0,2.0,14.0,0,0,0,509,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.7,1660.75,0,East_Nashville
93507,2021-02-20,2273933,441439,0,37209.0,36.14058,-86.82551,House,Entire home/apt,6,3.0,3.0,550.0,3.0,1125.0,29,59,89,4,100.0,9.0,9.0,10.0,9.0,10.0,10.0,0,4.0,0.009863013698630138,165.00000000000003,1,West_Nashville
93508,2021-02-20,2316288,7428690,1,37206.0,36.18719,-86.74243,House,Entire home/apt,10,3.0,5.0,181.0,2.0,365.0,16,43,73,236,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.0,0.4536986301369863,2497.8,1,East_Nashville
93509,2021-02-20,2372334,1567001,1,37206.0,36.17833,-86.74426,Guest suite,Private room,2,1.0,1.0,70.0,2.0,1125.0,0,0,0,49,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,0.07627397260273971,162.39999999999998,1,East_Nashville
93510,2021-02-19,2396505,12098481,1,37212.0,36.13549,-86.81257,House,Entire home/apt,8,3.0,4.0,618.0,3.0,1125.0,20,50,74,55,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.1301917808219178,2447.2799999999997,0,Midtown
93511,2021-02-20,2473234,12649085,1,37206.0,36.18218,-86.726,Guest suite,Private room,2,1.0,1.0,45.0,2.0,356.0,0,0,0,112,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.1749041095890411,239.4,0,East_Nashville
93512,2021-02-20,2479230,2800334,1,37203.0,36.14454,-86.79451999999998,Apartment,Entire home/apt,5,1.0,2.0,90.0,30.0,180.0,0,0,20,91,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.0,0.7,1916.2499999999998,1,Downtown
93513,2021-02-20,2521338,812128,1,37076.0,36.1887,-86.59036,Guest suite,Private room,1,1.0,1.0,29.0,31.0,365.0,30,60,90,3,93.0,9.0,7.0,10.0,10.0,10.0,8.0,0,7.0,0.08153424657534246,71.91999999999999,1,Donelson
93514,2021-02-19,2581896,13221453,0,37206.0,36.17061,-86.74256,Apartment,Entire home/apt,4,1.0,1.0,150.0,3.0,365.0,2,32,62,214,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5.0,0.504986301369863,2304.0,1,East_Nashville
93515,2021-02-20,2666769,9551442,1,37203.0,36.14705,-86.81845,Apartment,Entire home/apt,4,1.0,2.0,77.0,2.0,1125.0,17,34,55,548,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,0.7,1639.4583333333333,1,North_Nashville
93516,2021-02-20,2687266,13756506,1,37203.0,36.13239,-86.76923000000002,House,Entire home/apt,9,2.0,7.0,150.0,2.0,1125.0,18,39,61,342,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.0,0.39452054794520547,1800.0,1,South_Nashville
93517,2021-02-19,2694882,13221453,0,37206.0,36.17029,-86.74104,Apartment,Entire home/apt,4,1.0,1.0,150.0,2.0,365.0,0,0,0,224,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5.0,0.35243835616438357,1608.0,1,East_Nashville
93518,2021-02-19,2699594,1099118,1,37203.0,36.16223,-86.77752,Condominium,Entire home/apt,4,1.5,2.0,179.0,1.0,365.0,28,58,88,156,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.2590684931506849,1410.52,0,Downtown
93519,2021-02-20,2710049,558742,0,37076.0,36.16162,-86.5911,Guest suite,Private room,1,1.0,1.0,29.0,30.0,365.0,29,59,89,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,0.216986301369863,191.39999999999998,1,Donelson
93520,2021-02-19,2726453,2275056,0,37212.0,36.14077,-86.81479,House,Entire home/apt,6,2.0,3.0,98.0,2.0,1125.0,0,0,0,159,95.0,10.0,9.0,10.0,9.0,10.0,10.0,1,5.0,0.2551232876712329,760.48,1,Midtown
93521,2021-02-20,2743820,5443095,0,37216.0,36.21783,-86.71522,House,Entire home/apt,5,1.0,2.0,103.0,31.0,180.0,11,11,11,83,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.7,2193.0416666666665,0,East_Nashville
93522,2021-02-19,2811765,5461408,0,37203.0,36.13434,-86.77735,House,Entire home/apt,4,2.5,3.0,100.0,30.0,60.0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.0,0.11835616438356163,359.99999999999994,0,South_Nashville
93523,2021-02-20,2824336,14448697,0,37203.0,36.14909,-86.78868,House,Entire home/apt,12,2.0,11.0,445.0,2.0,1125.0,28,58,85,137,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3.0,0.22224657534246572,3008.2,1,Downtown
93524,2021-02-20,2871526,2915436,0,37203.0,36.12834,-86.7861,House,Entire home/apt,4,2.0,2.0,350.0,2.0,1125.0,28,58,82,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.13150684931506848,1399.9999999999998,0,South_Nashville
93525,2021-02-19,2874811,3751912,1,37206.0,36.16662,-86.7486,House,Entire home/apt,4,1.0,2.0,75.0,30.0,375.0,0,1,1,153,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.0,0.7,1596.875,1,East_Nashville
93526,2021-02-20,2906844,6117864,1,37206.0,36.17718,-86.74109,Guest suite,Entire home/apt,2,1.0,2.0,91.0,2.0,45.0,10,40,68,395,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.5260273972602739,1456.0,0,East_Nashville
93527,2021-02-20,2908364,14858294,0,37214.0,36.22014,-86.70626,House,Entire home/apt,12,3.0,8.0,662.0,3.0,1125.0,24,43,62,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.05917808219178081,1191.6,0,Donelson
93528,2021-02-19,2931998,5151272,1,37206.0,36.17477,-86.73980999999998,House,Entire home/apt,4,1.0,2.0,299.0,3.0,1125.0,0,0,0,91,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.24065753424657535,2188.68,0,East_Nashville
93529,2021-02-20,2950152,15060012,0,37203.0,36.14225,-86.79286,House,Entire home/apt,9,1.5,4.0,112.0,1.0,365.0,13,31,51,507,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1.0,0.7,2384.6666666666665,0,South_Nashville
93530,2021-02-21,2958698,6653482,0,37209.0,36.14579000000001,-86.83957,House,Entire home/apt,10,3.0,5.0,300.0,2.0,5.0,0,0,0,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.0433972602739726,396.0,0,West_Nashville
93531,2021-02-21,3005865,15318271,0,37215.0,36.05341,-86.84215,Guest suite,Private room,1,1.0,1.0,150.0,30.0,90.0,30,60,90,23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.5523287671232877,2520.0000000000005,0,Midtown
93532,2021-02-20,3021231,15395208,0,37203.0,36.12133,-86.78245,House,Entire home/apt,12,3.0,5.0,292.0,3.0,365.0,18,37,56,171,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.5917808219178082,5256.000000000001,0,South_Nashville
93533,2021-02-20,3043332,293488,0,37214.0,36.16429,-86.68384,Guest suite,Entire home/apt,3,1.0,2.0,60.0,2.0,70.0,5,21,51,278,96.0,9.0,9.0,10.0,10.0,10.0,10.0,1,2.0,0.4747397260273972,866.4,1,Donelson
93534,2021-02-20,3052313,15539580,0,37212.0,36.12228,-86.80152,House,Entire home/apt,8,3.5,3.0,400.0,2.0,90.0,10,40,51,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.01578082191780822,192.0,0,Midtown
93535,2021-02-20,3056884,13960682,0,37215.0,36.11481,-86.78929000000002,Guest suite,Entire home/apt,4,1.0,2.0,275.0,2.0,180.0,11,41,71,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.017095890410958905,143.0,0,Midtown
93536,2021-02-19,3072413,9637660,1,37216.0,36.21517,-86.72556999999998,Guest suite,Private room,4,1.0,2.0,90.0,2.0,15.0,0,0,0,66,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.0,0.10783561643835615,295.2,1,East_Nashville
93537,2021-02-20,3095791,3298595,0,37203.0,36.15532,-86.8004,Guest suite,Private room,1,1.0,1.0,66.0,30.0,1125.0,30,60,90,51,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2.0,0.7,1405.25,1,North_Nashville
93538,2021-02-21,3107569,109338728,0,37207.0,36.19976,-86.76057,House,Entire home/apt,12,3.0,8.0,486.0,1.0,40.0,30,60,90,115,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,4.0,0.13150684931506848,1944.0,1,East_Nashville
93539,2021-02-21,3116713,812128,1,37076.0,36.18737,-86.59015,Guest suite,Private room,5,1.0,1.0,27.0,31.0,1125.0,0,0,0,8,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,7.0,0.24460273972602736,200.87999999999997,1,Donelson
93540,2021-02-20,3121821,14083317,1,37206.0,36.18774000000001,-86.74115,Apartment,Entire home/apt,2,1.0,1.0,95.0,1.0,1125.0,25,48,71,734,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,2.0,0.39452054794520547,1140.0,1,East_Nashville
93541,2021-02-20,3123909,7961115,1,37203.0,36.18161,-86.79086,House,Entire home/apt,10,2.5,4.0,476.0,2.0,1125.0,20,50,73,109,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,2.0,0.17753424657534247,2570.4000000000005,1,Downtown
93542,2021-02-20,3158038,5611748,0,37203.0,36.1348,-86.78514,House,Entire home/apt,6,3.0,3.0,489.0,2.0,5.0,12,18,24,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,0.027616438356164383,410.76000000000005,0,South_Nashville
93543,2021-02-20,3215996,6032393,1,37207.0,36.19289000000001,-86.74893,House,Entire home/apt,6,1.0,2.0,98.0,1.0,1125.0,0,0,1,315,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,0.5102465753424658,1520.96,0,East_Nashville
93544,2021-02-19,3231144,16353212,1,37212.0,36.12937,-86.79364,Apartment,Entire home/apt,4,1.0,2.0,99.0,30.0,365.0,0,0,0,8,97.0,10.0,10.0,9.0,10.0,10.0,9.0,0,1.0,0.19726027397260273,594.0,0,Midtown
93545,2021-02-19,3275310,6233192,1,37206.0,36.17942,-86.7308,House,Entire home/apt,10,2.0,5.0,224.0,3.0,1125.0,0,0,0,64,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.0,0.15978082191780824,1088.64,1,East_Nashville
93546,2021-02-20,3284008,16598536,0,37206.0,36.1728,-86.74292,Other,Private room,2,1.5,1.0,66.0,1.0,3.0,28,58,88,100,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1.0,0.16175342465753423,324.71999999999997,0,East_Nashville
93547,2021-02-20,3288576,2275056,0,37212.0,36.12465,-86.7947,Guest suite,Entire home/apt,2,1.0,1.0,136.0,1.0,1125.0,8,38,48,115,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5.0,0.26301369863013696,1088.0,1,Midtown
93548,2021-02-20,3328710,16805934,0,37203.0,36.15247,-86.81884000000002,Apartment,Entire home/apt,4,2.0,2.0,200.0,30.0,1125.0,30,60,90,6,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,4.0,0.13808219178082193,840.0000000000001,1,North_Nashville
