listing_id,available,minimum_nights,maximum_nights
6276671,269,630.0,354375.0
6291787,0,316.0,355500.0
6299318,243,640.0,354375.0
6299334,0,632.0,355500.0
6305488,49,630.0,2205.0
6313730,0,632.0,13904.0
6361524,162,9450.0,354375.0
6375479,0,316.0,355500.0
6385019,53,942.0,353250.0
6385486,303,315.0,354375.0
6402811,261,957.0,9480.0
6415797,0,632.0,355500.0
6424609,0,316.0,355500.0
6424881,274,314.0,353250.0
6437109,0,316.0,948.0
6437156,224,945.0,354375.0
6446261,230,1256.0,353250.0
6446687,245,636.0,57330.0
6451379,213,762.0,9450.0
6453387,280,9450.0,354375.0
6466330,226,766.0,9450.0
6493634,0,316.0,355500.0
6506269,298,945.0,354375.0
6512317,307,315.0,354375.0
6560581,135,315.0,354375.0
6561061,258,649.0,355500.0
6570571,299,630.0,354375.0
6575499,183,9450.0,28350.0
6584689,200,945.0,354375.0
6598386,307,315.0,354375.0
6600619,249,405.0,354375.0
6613408,89,630.0,4410.0
6622757,0,632.0,355500.0
6624292,0,412.0,354375.0
6644226,110,720.0,354375.0
6645502,254,871.0,354375.0
6646825,177,405.0,354375.0
6658123,313,9450.0,354375.0
6659274,0,948.0,1264.0
6661949,276,630.0,354375.0
6663109,310,942.0,28260.0
6688975,254,315.0,354375.0
6694206,264,630.0,354375.0
6700201,246,9450.0,354375.0
6703006,309,315.0,354375.0
6703990,265,585.0,354375.0
6704776,90,9450.0,354375.0
6709897,0,948.0,355500.0
6710477,176,900.0,354375.0
6712123,137,2115.0,354375.0
6724955,275,628.0,353250.0
6729170,0,316.0,355500.0
6740282,316,632.0,355500.0
6747666,267,628.0,353250.0
6749535,274,315.0,354375.0
6750277,162,630.0,354375.0
6758464,40,673.0,354375.0
6778008,0,632.0,355500.0
6846306,0,632.0,355500.0
6851003,0,316.0,355500.0
6902565,275,630.0,354375.0
6912356,0,632.0,355500.0
6956468,0,632.0,355500.0
7021923,20,630.0,354375.0
7023249,302,630.0,9450.0
7068164,0,632.0,355500.0
7072267,248,945.0,354375.0
7074838,29,9480.0,28440.0
7111921,180,315.0,354375.0
7115636,20,630.0,9135.0
7128065,173,630.0,354375.0
7206598,0,407.0,355500.0
7276483,0,632.0,355500.0
7291013,179,315.0,354375.0
7307832,74,9450.0,114975.0
7329158,56,9765.0,354375.0
7329327,19,9571.0,355500.0
7360288,106,315.0,354375.0
7367968,56,661.0,354375.0
7380837,263,810.0,354375.0
7382453,0,407.0,28440.0
7383966,306,845.0,354375.0
7399827,177,634.0,354375.0
7419176,173,9450.0,114975.0
7439509,77,405.0,354375.0
7459276,38,3150.0,354375.0
7474432,0,316.0,4424.0
7474446,172,405.0,354375.0
7601469,94,360.0,354375.0
7603668,287,945.0,354375.0
7604137,259,630.0,354375.0
7608787,294,315.0,4410.0
7617795,0,316.0,1896.0
7622494,315,630.0,354375.0
7665393,315,9450.0,354375.0
7665412,179,9450.0,354375.0
7679684,268,675.0,18900.0
7680228,114,9450.0,354375.0
7688877,180,9450.0,354375.0
7692199,22,403.0,353250.0
7697579,161,585.0,354375.0
7732118,292,630.0,354375.0
7735723,233,582.0,353250.0
7747039,0,407.0,31600.0
7759892,315,630.0,354375.0
7761551,162,936.0,354375.0
7771795,251,315.0,354375.0
7789726,229,945.0,354375.0
7799836,279,1048.0,354375.0
7805346,249,638.0,354375.0
7842256,0,942.0,353250.0
7860065,177,630.0,354375.0
7868621,315,630.0,2205.0
7883338,0,628.0,353250.0
7886222,46,405.0,354375.0
7899142,240,630.0,354375.0
7899983,292,630.0,354375.0
7914730,167,315.0,1575.0
7922612,269,630.0,354375.0
7931679,0,632.0,355500.0
7947943,2,630.0,1260.0
7953662,0,628.0,6594.0
7967170,125,8502.0,354375.0
7984939,17,630.0,28035.0
8035818,235,1025.0,354375.0
8035950,231,1025.0,354375.0
8049698,0,316.0,355500.0
8080050,33,405.0,354375.0
8081489,0,632.0,355500.0
8099896,68,9450.0,56700.0
8104362,315,9450.0,354375.0
8134339,164,621.0,28260.0
8169083,100,945.0,354375.0
8188686,283,720.0,354375.0
8205108,0,628.0,9420.0
8208036,55,2198.0,353250.0
8209269,95,9305.0,354375.0
8218822,308,360.0,354375.0
8228945,277,630.0,354375.0
8239061,139,405.0,114975.0
8240987,183,9420.0,353250.0
8253650,314,945.0,354375.0
8271426,83,9450.0,28350.0
8285052,180,9450.0,354375.0
8290225,0,9480.0,355500.0
8309659,314,948.0,355500.0
8342265,4,630.0,354375.0
8385922,245,630.0,354375.0
8388694,199,630.0,354375.0
8390839,315,630.0,354375.0
8390945,314,628.0,353250.0
8410236,0,632.0,355500.0
8410601,225,628.0,353250.0
8421921,174,632.0,2212.0
8438077,0,9480.0,56880.0
8445240,0,316.0,355500.0
8457305,216,315.0,354375.0
8497631,278,630.0,354375.0
8499033,315,9450.0,354375.0
8542398,300,315.0,9135.0
8547609,0,314.0,353250.0
8589599,266,630.0,354375.0
8593786,0,632.0,1580.0
8608294,188,948.0,354375.0
8649816,0,948.0,355500.0
8690505,294,794.0,354375.0
8718178,315,9450.0,114975.0
8734371,253,628.0,353250.0
8757904,214,10048.0,353250.0
8759177,144,720.0,354375.0
8825862,202,630.0,354375.0
8886777,55,630.0,354375.0
8904707,227,632.0,355500.0
8956571,69,630.0,1575.0
8973970,245,18900.0,28350.0
8983414,236,945.0,354375.0
8993928,243,403.0,353250.0
9004782,121,315.0,9450.0
9024984,154,315.0,56700.0
9049312,211,315.0,354375.0
9049516,193,315.0,354375.0
9049629,178,315.0,354375.0
9050243,191,315.0,354375.0
9059335,286,645.0,354375.0
9078761,315,945.0,354375.0
9078946,315,720.0,354375.0
9090089,114,315.0,354375.0
9115217,0,316.0,355500.0
9118875,194,9450.0,354375.0
9132878,0,632.0,355500.0
9156218,0,314.0,353250.0
9182002,179,630.0,354375.0
9185457,262,628.0,354375.0
9218062,1,452.0,355500.0
9218294,308,405.0,354375.0
9219413,252,936.0,354375.0
9252931,310,630.0,354375.0
9260886,24,405.0,354375.0
9300130,306,634.0,354375.0
9330812,308,630.0,354375.0
9348884,258,630.0,354375.0
9383218,281,948.0,355500.0
9383501,0,628.0,353250.0
9403958,307,630.0,354375.0
9477068,0,403.0,37680.0
9482455,315,9765.0,354375.0
9488800,242,628.0,353250.0
9503582,83,9450.0,18900.0
9527418,0,316.0,355500.0
9542478,25,630.0,28350.0
9544821,227,1226.0,57330.0
9617109,314,9450.0,354375.0
9691851,78,948.0,56880.0
9692894,52,945.0,354375.0
9710100,231,630.0,354375.0
9716387,0,632.0,355500.0
9716458,270,945.0,354375.0
9726690,195,636.0,57330.0
9776337,222,630.0,354375.0
9837209,236,636.0,57330.0
9853448,282,842.0,353250.0
9860359,12,315.0,354375.0
9863459,148,630.0,354375.0
9896664,137,1305.0,28350.0
9922342,237,315.0,354375.0
9938013,0,316.0,355500.0
9992590,0,27590.0,353250.0
10017234,275,1251.0,354375.0
10036680,270,9450.0,354375.0
10055039,134,716.0,28350.0
10056974,163,9450.0,354375.0
10071971,315,9450.0,354375.0
10106032,0,723.0,355500.0
10125486,0,407.0,9164.0
10163485,297,927.0,354375.0
10193562,111,9450.0,354375.0
10194770,132,315.0,354375.0
10228685,209,765.0,354375.0
10231662,0,632.0,2212.0
10234851,143,675.0,2205.0
10252478,177,9450.0,354375.0
10267201,0,9248.0,355500.0
10268835,299,315.0,354375.0
10293691,199,950.0,354375.0
10309379,135,630.0,354375.0
10330577,315,9450.0,354375.0
10333607,89,720.0,354375.0
10353731,292,315.0,354375.0
10384849,0,6932.0,355500.0
10409286,70,9450.0,354375.0
10410232,177,632.0,355500.0
10411052,292,315.0,354375.0
10423877,151,405.0,354375.0
10426942,246,403.0,353250.0
10428006,298,630.0,354375.0
10431161,315,315.0,354375.0
10448038,208,720.0,354375.0
10452356,184,317.0,12577.0
10452358,203,317.0,12046.0
10452361,181,316.0,12493.0
10457284,175,743.0,354375.0
10469646,265,314.0,353250.0
10472626,130,675.0,354375.0
10513612,297,945.0,354375.0
10513727,0,768.0,355500.0
10528368,293,784.0,115340.0
10549143,37,630.0,354375.0
10561858,234,630.0,354375.0
10565637,166,405.0,354375.0
10617955,66,394.0,354375.0
10742171,6,630.0,354375.0
10747246,147,315.0,354375.0
10763969,309,925.0,114975.0
10782034,67,405.0,114975.0
10807486,0,628.0,353250.0
10839746,0,316.0,355500.0
10862946,18,630.0,354375.0
10888146,251,315.0,354375.0
10902213,270,630.0,354375.0
10904943,242,780.0,114610.0
10905803,285,784.0,115340.0
10906429,269,784.0,115340.0
10906882,294,784.0,115340.0
10907204,285,784.0,115340.0
10907474,287,784.0,115340.0
10907863,243,782.0,114975.0
10908056,313,784.0,115340.0
10908681,306,784.0,115340.0
10908989,304,784.0,115340.0
10909222,288,784.0,115340.0
10909378,305,784.0,115340.0
10909635,260,784.0,115340.0
10909755,298,780.0,114610.0
10909867,226,782.0,114975.0
10917853,43,9450.0,56700.0
10959694,281,814.0,354375.0
10960823,224,898.0,347637.0
10973882,315,630.0,354375.0
10985505,52,315.0,354375.0
10985810,229,634.0,354375.0
11007461,0,407.0,355500.0
11008928,6,405.0,354060.0
11014831,86,315.0,354375.0
11024062,298,843.0,354375.0
11048972,131,315.0,354375.0
11074483,76,405.0,354375.0
11079846,101,315.0,354375.0
11083902,260,9450.0,354375.0
11101912,193,315.0,354375.0
11108095,124,945.0,354375.0
11145786,38,630.0,354375.0
11154883,0,316.0,355500.0
11159003,2,405.0,37800.0
11159013,249,630.0,9135.0
11167415,202,630.0,354375.0
11187333,0,1264.0,355500.0
11205949,75,945.0,354375.0
11243563,315,9450.0,354375.0
11304096,305,9420.0,353250.0
11305104,302,765.0,354375.0
11318225,0,632.0,355500.0
11320018,0,632.0,355500.0
11336505,243,630.0,354375.0
11340340,315,9765.0,114975.0
11358238,230,810.0,354375.0
11360569,110,630.0,354375.0
11375711,217,982.0,9450.0
11387629,275,671.0,354375.0
11387993,154,945.0,354375.0
11408992,275,8820.0,354375.0
11438990,230,790.0,354375.0
11442399,216,630.0,354375.0
11443793,0,9450.0,114660.0
11453055,74,315.0,354375.0
11465403,238,875.0,354375.0
11512260,269,630.0,354375.0
11523920,68,482.0,353250.0
11547770,46,630.0,9765.0
11562188,118,315.0,354375.0
11567257,0,316.0,355500.0
11574595,167,405.0,3150.0
11574614,8,630.0,354375.0
11593813,262,628.0,353250.0
11597189,215,765.0,9450.0
11610349,290,907.0,354375.0
11621515,1,315.0,354375.0
11658572,291,630.0,354375.0
11671060,285,907.0,354375.0
11671431,272,876.0,354375.0
11671760,258,873.0,354375.0
11671977,291,908.0,354375.0
11671995,300,630.0,354375.0
11672549,204,630.0,354375.0
11672613,187,315.0,354375.0
11677778,308,672.0,354375.0
11680555,219,630.0,354375.0
11680808,0,632.0,355500.0
11699118,252,630.0,354375.0
11708991,87,630.0,18900.0
11719115,305,630.0,9450.0
11719122,311,628.0,4396.0
11719128,86,630.0,4410.0
11720960,315,630.0,354375.0
11730583,245,628.0,353250.0
11758426,246,405.0,354375.0
11792169,264,824.0,114975.0
11815511,118,405.0,114975.0
11819595,0,316.0,632.0
11820786,82,630.0,2205.0
11827330,300,630.0,9450.0
11892326,315,630.0,354375.0
11928110,96,314.0,353250.0
11944048,77,315.0,354375.0
11963187,201,632.0,355500.0
11980280,129,630.0,9450.0
11990998,165,315.0,354375.0
12019060,315,315.0,354375.0
12037184,311,450.0,354375.0
12038428,61,950.0,355500.0
12054578,197,627.0,353250.0
12105639,199,630.0,354375.0
12168493,203,855.0,354375.0
12171163,0,632.0,355500.0
12172398,0,762.0,9420.0
12212145,288,630.0,354375.0
12242919,274,9480.0,355500.0
12260896,0,948.0,355500.0
12262898,302,765.0,354375.0
12268092,0,628.0,353250.0
12276038,254,796.0,354375.0
12282506,0,632.0,9480.0
12291935,256,630.0,354375.0
12294564,236,794.0,354375.0
12309748,0,314.0,353250.0
12319495,0,9796.0,355500.0
12325312,0,314.0,353250.0
12326550,306,315.0,354375.0
12345794,100,630.0,28350.0
12347281,75,315.0,354375.0
12355786,304,916.0,354375.0
12355958,0,9480.0,355500.0
12364943,260,958.0,353250.0
12381176,0,315.0,354375.0
12384561,258,945.0,354375.0
12405348,111,405.0,354375.0
12405683,70,9450.0,354375.0
12410928,128,315.0,354375.0
12417412,96,630.0,354375.0
12424263,156,585.0,354375.0
12451484,260,405.0,354375.0
12472505,0,632.0,9480.0
12484381,140,28350.0,28350.0
12496195,133,630.0,354375.0
12505554,79,8820.0,354375.0
12569044,80,403.0,9420.0
12570131,53,9450.0,354375.0
12583954,224,9450.0,354375.0
12587865,139,942.0,9420.0
12588696,189,628.0,353250.0
12604546,112,643.0,343181.0
12628321,0,948.0,9480.0
12631580,0,316.0,355500.0
12678946,0,632.0,9164.0
12684891,0,316.0,9164.0
12704075,0,316.0,355500.0
12705971,266,315.0,354375.0
12712683,149,314.0,353250.0
12716356,294,405.0,354375.0
12740523,141,8792.0,353250.0
12763495,220,810.0,354375.0
12792746,308,945.0,4725.0
12794699,269,315.0,9135.0
12803323,41,403.0,353250.0
12806991,315,9450.0,354375.0
12810878,166,314.0,353250.0
12823238,147,945.0,354375.0
12851870,231,9450.0,354375.0
12853699,289,863.0,354375.0
12868731,0,315.0,3150.0
12870392,58,9305.0,354375.0
12872273,286,945.0,354375.0
12902998,228,9450.0,354375.0
12910726,23,630.0,2205.0
12912043,312,663.0,354375.0
12932740,264,700.0,355500.0
12941574,290,630.0,354375.0
12947489,0,780.0,9765.0
12951332,313,630.0,1575.0
12951377,314,450.0,354375.0
12964705,0,632.0,355500.0
12986044,0,316.0,355500.0
12996021,28,407.0,355500.0
13013170,0,948.0,355500.0
13017638,271,314.0,353250.0
13019691,263,318.0,353250.0
13019766,98,405.0,114975.0
13030649,0,948.0,1580.0
13044705,31,1575.0,354375.0
13052870,80,315.0,354375.0
13062894,0,314.0,353250.0
13064758,296,630.0,354375.0
13072867,0,632.0,115340.0
13081350,124,9450.0,354375.0
13082977,164,315.0,354375.0
13085311,225,9450.0,354375.0
13096927,92,9420.0,353250.0
13098951,84,630.0,3150.0
13100329,6,632.0,355500.0
13116217,84,315.0,354375.0
13116639,313,945.0,354375.0
13124378,303,405.0,354375.0
13130511,307,809.0,114975.0
13136382,301,764.0,57330.0
13139208,314,314.0,353250.0
13142265,58,630.0,354375.0
13149692,0,948.0,1264.0
13149842,291,767.0,57148.0
13153509,314,315.0,354375.0
13155029,189,936.0,354375.0
13164780,153,633.0,354375.0
13165476,0,632.0,2212.0
13170891,110,22290.0,114975.0
13176145,0,407.0,355500.0
13190076,302,628.0,353250.0
13198763,312,630.0,6615.0
13208859,0,316.0,2212.0
13235556,39,394.0,37800.0
13238821,264,314.0,31400.0
13249863,52,630.0,354375.0
13250223,215,9420.0,353250.0
13261158,0,632.0,355500.0
13272119,157,315.0,354375.0
13279168,287,9450.0,220500.0
13282529,314,315.0,354375.0
13293782,308,635.0,113400.0
13295352,0,407.0,4108.0
13311154,270,405.0,354375.0
13313321,314,630.0,354375.0
13332724,175,585.0,354375.0
13334722,258,315.0,354375.0
13342954,0,407.0,2212.0
13343152,0,628.0,353250.0
13343481,0,9480.0,115340.0
13347276,0,316.0,632.0
13358603,0,948.0,2212.0
13361528,0,632.0,355500.0
13361972,0,316.0,355500.0
13374996,278,323.0,354375.0
13380117,290,9420.0,353250.0
13380259,293,628.0,353250.0
13388342,88,316.0,355500.0
13388926,0,316.0,355500.0
13389115,241,777.0,354375.0
13398843,1,315.0,354375.0
13415408,58,9450.0,354375.0
13415729,231,9450.0,114975.0
13436409,110,316.0,355500.0
13436440,128,316.0,355500.0
13444797,270,9450.0,354375.0
13492372,174,635.0,56700.0
13493836,29,945.0,2205.0
13496774,135,607.0,8820.0
13496959,0,628.0,942.0
13505557,131,315.0,354375.0
13509250,0,316.0,355500.0
13547196,283,804.0,354375.0
13552088,190,630.0,56700.0
13561006,190,630.0,354375.0
13574331,0,632.0,1580.0
13575385,167,942.0,353250.0
13588890,0,2432.0,355500.0
13591174,209,945.0,4410.0
13595249,314,9450.0,47250.0
13634095,110,948.0,355500.0
13642576,116,945.0,2205.0
13669521,110,9450.0,354375.0
13671915,315,315.0,354375.0
13682881,262,1368.0,354375.0
13700720,298,630.0,9450.0
13727131,306,630.0,354375.0
13727485,202,450.0,354375.0
13734739,89,630.0,354375.0
13741628,238,630.0,354375.0
13754642,0,407.0,355500.0
13759255,0,407.0,355500.0
13783185,315,315.0,354375.0
13784416,145,315.0,354375.0
13785710,88,630.0,354375.0
13787750,150,12600.0,354375.0
13789664,0,632.0,355500.0
13801187,0,632.0,355500.0
13829517,200,405.0,354375.0
13840397,0,316.0,355500.0
13857895,264,405.0,354375.0
13866464,0,632.0,355500.0
13884573,244,315.0,354375.0
13885173,0,316.0,1264.0
13901693,87,9450.0,18900.0
13914989,298,945.0,354375.0
13956571,0,632.0,355500.0
13973174,281,630.0,354375.0
13980372,57,765.0,354375.0
14006976,315,9450.0,354375.0
14022019,197,630.0,4410.0
14022887,272,498.0,355500.0
14054945,279,9450.0,354375.0
14057925,311,926.0,354375.0
14066922,123,630.0,354375.0
14075505,269,9450.0,354375.0
14088893,150,635.0,349250.0
14101278,269,645.0,339000.0
14153973,135,630.0,354375.0
14217334,312,504.0,114975.0
14220743,73,948.0,355500.0
14221473,281,903.0,18900.0
14247497,296,315.0,354375.0
14276063,269,628.0,2198.0
14297070,218,630.0,28350.0
14315553,140,630.0,354375.0
14318833,151,630.0,354375.0
14329636,270,403.0,114610.0
14332362,2,793.0,9450.0
14335062,192,630.0,8820.0
14344535,0,632.0,355500.0
14376234,132,630.0,354375.0
14385230,222,630.0,354375.0
14389733,70,315.0,354375.0
14412382,305,9450.0,354375.0
14417382,239,315.0,354375.0
14419919,239,942.0,353250.0
14421986,1,948.0,355500.0
14424170,299,630.0,354375.0
14429190,0,407.0,355500.0
14440743,111,315.0,354375.0
14478186,81,315.0,354375.0
14484298,0,407.0,355500.0
14487681,152,715.0,353250.0
14490675,55,630.0,354375.0
14497394,35,945.0,4410.0
14503480,215,504.0,114975.0
14517297,295,630.0,354375.0
14522963,194,765.0,17325.0
14530554,12,7230.0,9480.0
14534800,289,395.0,354375.0
14548661,304,360.0,354375.0
14553716,161,315.0,354375.0
14555251,161,315.0,354375.0
14562094,0,948.0,355184.0
14568102,314,9765.0,354375.0
14627429,141,9450.0,354375.0
14648905,291,630.0,354375.0
14656134,212,315.0,354375.0
14664334,85,315.0,354375.0
14692027,251,821.0,354375.0
14692765,313,630.0,354375.0
14693200,226,720.0,354375.0
14696060,145,632.0,355500.0
14711854,276,315.0,354375.0
14713139,0,517.0,115340.0
14728712,0,632.0,4424.0
14740890,259,630.0,354375.0
14746042,175,863.0,354375.0
14747041,140,405.0,354375.0
14747730,171,9450.0,354375.0
14757352,315,315.0,354375.0
14757749,0,632.0,4424.0
14769070,286,9450.0,354375.0
14823505,314,630.0,2205.0
14852812,257,315.0,354375.0
14855802,0,632.0,355500.0
14867808,110,630.0,9450.0
14868058,268,635.0,354375.0
14893517,188,630.0,354375.0
14902319,0,316.0,3160.0
14965252,52,855.0,354375.0
