listing_id,available,minimum_nights,maximum_nights
14968777,241,421.0,354375.0
14975526,0,9796.0,355500.0
14994422,0,630.0,354375.0
15020186,211,855.0,354375.0
15069784,225,630.0,354375.0
15071964,83,495.0,354375.0
15098742,235,314.0,353250.0
15113339,0,314.0,353250.0
15114551,0,632.0,355500.0
15127355,248,1570.0,353250.0
15133566,34,405.0,354375.0
15142243,139,314.0,353250.0
15147231,49,630.0,354375.0
15157178,0,317.0,354375.0
15158385,0,317.0,354375.0
15160285,266,630.0,9450.0
15165346,284,630.0,354375.0
15166733,0,632.0,4424.0
15189035,101,922.0,354375.0
15191427,140,945.0,354375.0
15212205,0,316.0,355500.0
15222240,315,630.0,354375.0
15236386,136,630.0,354375.0
15239264,296,630.0,9450.0
15255985,237,811.0,114975.0
15283315,111,630.0,354375.0
15309612,0,762.0,353250.0
15329286,0,316.0,355500.0
15342576,116,635.0,6615.0
15343788,309,720.0,2205.0
15355149,221,315.0,354375.0
15372080,221,315.0,354375.0
15373565,221,315.0,354375.0
15374069,78,9450.0,354375.0
15374911,221,315.0,354375.0
15393447,289,630.0,354375.0
15406543,0,316.0,355500.0
15408899,64,315.0,354375.0
15411385,131,630.0,2205.0
15413833,75,399.0,353250.0
15421188,275,875.0,354375.0
15436361,180,315.0,354375.0
15461513,0,2212.0,4740.0
15462212,253,945.0,354375.0
15469487,308,630.0,354375.0
15491391,284,737.0,354375.0
15495125,20,405.0,354375.0
15537677,254,450.0,354375.0
15549314,85,675.0,354375.0
15581903,0,948.0,355500.0
15595325,101,630.0,354375.0
15600456,0,632.0,355184.0
15617183,312,315.0,3150.0
15634836,93,675.0,354375.0
15642475,0,630.0,354375.0
15659470,265,509.0,354375.0
15677122,308,630.0,354375.0
15699189,0,858.0,355500.0
15702787,25,630.0,354375.0
15705518,0,9480.0,9796.0
15706425,310,315.0,354375.0
15746441,270,1110.0,354375.0
15756665,286,925.0,114975.0
15756917,1,630.0,354375.0
15757592,315,113400.0,354375.0
15803372,198,9450.0,354375.0
15806461,148,9450.0,354375.0
15806479,0,948.0,355500.0
15807102,43,632.0,2212.0
15814256,0,316.0,355184.0
15820455,90,56520.0,353250.0
15863202,50,315.0,354375.0
15873507,48,630.0,354375.0
15873838,185,948.0,355500.0
15885529,6,945.0,354375.0
15886439,209,666.0,354375.0
15895908,150,630.0,354375.0
15903394,180,315.0,354375.0
15909011,226,630.0,354375.0
15912951,203,632.0,355500.0
15916605,274,405.0,354375.0
15929927,110,315.0,354375.0
15938578,271,632.0,355500.0
15954358,160,630.0,354375.0
15955407,131,630.0,354375.0
15989987,216,628.0,353250.0
15990952,268,907.0,354375.0
15996684,265,315.0,354375.0
16000962,276,423.0,114975.0
16016032,315,9450.0,354375.0
16018954,18,630.0,354375.0
16023993,154,360.0,354375.0
16024751,261,629.0,354375.0
16026955,241,1025.0,354375.0
16029409,31,945.0,354375.0
16053550,223,630.0,354375.0
16055345,233,628.0,3140.0
16063069,0,407.0,355500.0
16066916,0,632.0,355500.0
16070975,180,9450.0,18900.0
16080042,291,908.0,354375.0
16080524,225,635.0,354375.0
16081511,243,994.0,354375.0
16081910,279,907.0,354375.0
16082212,261,9765.0,354375.0
16082910,247,635.0,354375.0
16083374,290,874.0,354375.0
16083637,229,814.0,354375.0
16093737,1,315.0,354375.0
16095488,0,718.0,353250.0
16099588,278,315.0,354375.0
16106576,314,720.0,354375.0
16129718,185,630.0,57330.0
16130404,268,333.0,347709.0
16149863,315,9450.0,354375.0
16160199,233,327.0,9450.0
16176488,308,1260.0,354375.0
16188315,0,314.0,353250.0
16193991,20,450.0,1260.0
16194776,0,632.0,2212.0
16206015,108,628.0,353250.0
16237658,302,632.0,355500.0
16251930,270,9450.0,354375.0
16259348,176,765.0,354375.0
16260404,0,632.0,355500.0
16265448,316,948.0,355500.0
16273069,141,630.0,354375.0
16274647,0,857.0,3160.0
16284438,134,624.0,354375.0
16295563,244,632.0,355500.0
16302159,0,948.0,355500.0
16302619,300,585.0,354375.0
16310355,207,649.0,14490.0
16310360,290,647.0,14444.0
16310387,174,768.0,14490.0
16310400,284,649.0,14490.0
16310417,228,647.0,14444.0
16310457,230,649.0,14490.0
16310510,276,649.0,14490.0
16320147,184,630.0,354375.0
16349317,296,630.0,354375.0
16353363,234,315.0,354375.0
16363762,274,405.0,354375.0
16375429,286,630.0,114975.0
16382272,258,315.0,354375.0
16392224,0,407.0,355500.0
16393738,231,821.0,114975.0
16408209,79,4905.0,9135.0
16415638,168,945.0,354375.0
16425163,263,1240.0,114975.0
16427519,0,632.0,355500.0
16427699,18,942.0,353250.0
16428095,238,636.0,57330.0
16455786,227,630.0,354375.0
16462810,170,630.0,354375.0
16468785,0,407.0,355500.0
16486958,0,405.0,354375.0
16518358,275,316.0,355500.0
16520048,315,9450.0,354375.0
16529833,208,762.0,354375.0
16540510,244,636.0,57330.0
16541460,0,632.0,355500.0
16547186,237,628.0,57330.0
16555740,70,630.0,28035.0
16559094,263,315.0,354375.0
16566092,84,630.0,2205.0
16568892,270,630.0,354375.0
16597859,304,669.0,354375.0
16601868,257,315.0,354375.0
16603192,172,630.0,354375.0
16613520,101,315.0,28350.0
16621788,236,649.0,14490.0
16631625,262,628.0,114610.0
16635019,289,942.0,2198.0
16636088,0,632.0,355500.0
16641071,80,765.0,9450.0
16643263,4,405.0,354375.0
16648461,90,630.0,2205.0
16650552,233,315.0,354375.0
16685487,87,9420.0,353250.0
16689817,72,315.0,354375.0
16691104,136,941.0,354375.0
16692768,0,948.0,355500.0
16706381,77,630.0,9450.0
16712159,38,767.0,355500.0
16767831,155,405.0,354375.0
16770288,274,720.0,354375.0
16777183,1,628.0,353250.0
16795349,302,858.0,355500.0
16807873,191,9450.0,354375.0
16827497,122,8370.0,354375.0
16844065,0,632.0,1896.0
16858001,259,855.0,354375.0
16868926,303,630.0,354375.0
16870885,218,674.0,9450.0
16899816,299,630.0,354375.0
16944152,212,504.0,114975.0
16944642,139,630.0,945.0
16945346,170,315.0,354375.0
16975190,0,316.0,2212.0
16982090,247,316.0,355500.0
16998469,88,630.0,9450.0
17006591,81,632.0,355500.0
17009982,10,675.0,56700.0
17011314,236,502.0,114610.0
17016355,5,632.0,355500.0
17029110,241,630.0,354375.0
17030733,285,632.0,355184.0
17038951,267,795.0,354375.0
17040942,287,630.0,354375.0
17044555,0,632.0,355500.0
17072555,179,9450.0,354375.0
17101446,273,796.0,354375.0
17112079,158,405.0,354375.0
17135287,246,628.0,353250.0
17140384,295,455.0,300762.0
17140617,280,462.0,313686.0
17140717,0,316.0,355500.0
17141006,268,462.0,313686.0
17141548,246,454.0,299763.0
17141755,237,458.0,309690.0
17143440,224,630.0,354375.0
17155168,140,315.0,354375.0
17160209,0,403.0,353250.0
17170311,248,1035.0,354375.0
17171026,269,948.0,355500.0
17221886,152,630.0,354375.0
17250774,209,630.0,354375.0
17253132,273,315.0,354375.0
17253423,49,630.0,354375.0
17255656,0,632.0,355500.0
17264429,19,315.0,354375.0
17282189,238,405.0,354375.0
17315352,203,630.0,354375.0
17318594,285,624.0,114975.0
17326036,173,649.0,14490.0
17344578,0,316.0,2212.0
17346859,265,405.0,354375.0
17367549,304,1014.0,354375.0
17386845,233,765.0,354375.0
17400631,267,1251.0,354375.0
17406604,0,948.0,355500.0
17408565,316,632.0,355184.0
17418004,266,928.0,115340.0
17428745,0,496.0,355500.0
17443759,20,405.0,354375.0
17458342,297,649.0,14490.0
17464235,239,630.0,354375.0
17475002,272,315.0,354375.0
17483221,107,9450.0,354375.0
17511434,244,314.0,353250.0
17522545,301,925.0,114975.0
17543684,314,314.0,353250.0
17569587,179,9450.0,114975.0
17572631,90,540.0,354375.0
17572874,104,434.0,354375.0
17580994,140,917.0,9135.0
17587225,0,632.0,355500.0
17591838,269,495.0,9450.0
17593035,247,315.0,354375.0
17642417,214,630.0,9450.0
17653675,260,403.0,353250.0
17662205,14,630.0,354375.0
17669492,231,314.0,353250.0
17695998,214,9450.0,354375.0
17713043,1,315.0,354375.0
17716286,253,675.0,354375.0
17726939,146,945.0,354375.0
17736058,174,315.0,354375.0
17750054,109,315.0,2205.0
17813407,307,666.0,354375.0
17827646,294,421.0,354375.0
17839140,218,630.0,354375.0
17846863,315,630.0,354375.0
17848689,90,9450.0,354375.0
17856206,283,795.0,354375.0
17875997,213,834.0,353250.0
17877246,275,314.0,353250.0
17900059,296,1161.0,354375.0
17900804,242,630.0,354375.0
17910310,154,314.0,353250.0
17910345,40,405.0,354375.0
17919113,72,630.0,4410.0
17920872,251,943.0,354375.0
17923122,167,315.0,354375.0
17923915,275,315.0,354375.0
17926026,180,627.0,353250.0
17937076,0,9420.0,353250.0
17939669,180,359.0,4396.0
17972809,0,632.0,2528.0
17974943,0,632.0,2212.0
17988132,219,721.0,353250.0
18019271,268,768.0,355500.0
18035532,0,632.0,355500.0
18040508,153,315.0,354375.0
18042383,59,315.0,354375.0
18043400,253,795.0,354375.0
18071008,275,630.0,354375.0
18075193,0,407.0,1580.0
18086393,40,585.0,354375.0
18086806,212,9450.0,354375.0
18092921,301,630.0,9135.0
18093507,275,316.0,355500.0
18112234,277,794.0,354375.0
18120251,7,9480.0,355500.0
18125854,104,942.0,355500.0
18127989,0,632.0,355500.0
18133636,149,630.0,354375.0
18136263,315,9765.0,354375.0
18140044,81,405.0,9450.0
18142997,88,623.0,354375.0
18151294,0,1264.0,355500.0
18160547,17,9450.0,18900.0
18160736,270,1260.0,9450.0
18176758,90,1260.0,2205.0
18189332,300,649.0,14490.0
18198425,0,316.0,28440.0
18206320,253,632.0,8792.0
18207442,306,945.0,2205.0
18214182,206,9765.0,354375.0
18214777,234,9765.0,354375.0
18214855,315,630.0,354375.0
18255315,299,899.0,37800.0
18256323,0,9480.0,355500.0
18270200,288,761.0,354060.0
18294162,0,316.0,355500.0
18304873,314,9450.0,354375.0
18308295,275,630.0,354375.0
18311389,174,813.0,2212.0
18312877,159,628.0,353250.0
18328149,259,630.0,354375.0
18328240,0,653.0,14536.0
18343823,93,632.0,355500.0
18344628,314,855.0,9450.0
18345607,0,948.0,1580.0
18359579,154,405.0,354375.0
18374193,0,316.0,355500.0
18375126,279,675.0,354375.0
18396548,0,632.0,8848.0
18430429,0,945.0,354375.0
18431681,0,316.0,355500.0
18449116,175,315.0,4410.0
18459966,296,630.0,9450.0
18475983,180,9765.0,354375.0
18476002,74,9765.0,94500.0
18483916,11,628.0,354375.0
18486701,180,9765.0,354375.0
18489699,0,948.0,355500.0
18543974,315,630.0,354375.0
18544211,0,630.0,354375.0
18548210,160,450.0,354375.0
18548337,153,630.0,354375.0
18562392,164,405.0,354375.0
18568935,0,632.0,355500.0
18569799,265,630.0,354375.0
18576895,1,7900.0,355500.0
18582880,275,630.0,354375.0
18584280,180,630.0,354375.0
18587826,0,316.0,9480.0
18599217,238,630.0,354375.0
18635166,0,632.0,355500.0
18635974,0,632.0,1264.0
18654561,106,315.0,354375.0
18659186,235,649.0,14490.0
18664192,275,315.0,354375.0
18671882,313,632.0,355500.0
18672437,0,632.0,355500.0
18673898,240,630.0,354375.0
18688265,39,628.0,353250.0
18690817,66,630.0,315000.0
18692815,154,945.0,354375.0
18700037,0,456.0,355500.0
18703515,138,315.0,354375.0
18731801,175,993.0,355500.0
18745137,79,9450.0,18900.0
18748311,269,315.0,354375.0
18755650,260,315.0,354375.0
18763589,265,630.0,354375.0
18767697,66,314.0,353250.0
18771012,300,630.0,354375.0
18773204,254,405.0,18900.0
18784584,79,630.0,354375.0
18791464,258,1255.0,354375.0
18794941,293,643.0,9420.0
18796860,58,649.0,14490.0
18805630,275,315.0,354375.0
18810141,241,314.0,353250.0
18811282,0,628.0,353250.0
18812711,277,423.0,114975.0
18818577,0,653.0,14536.0
18824471,0,316.0,1580.0
18828742,0,9480.0,115340.0
18837676,5,315.0,354375.0
18850371,0,9480.0,115340.0
18855406,180,949.0,354375.0
18869402,101,400.0,354375.0
18876698,268,630.0,354375.0
18895717,143,315.0,354375.0
18909478,0,632.0,948.0
18911849,290,630.0,354375.0
18915833,286,784.0,115340.0
18916432,295,784.0,115340.0
18916612,139,630.0,18900.0
18929302,1,2212.0,9480.0
18932387,0,316.0,355500.0
18935642,306,315.0,354375.0
18940266,0,632.0,355500.0
18940333,171,315.0,354375.0
18940631,20,405.0,18900.0
18942057,306,893.0,353250.0
18944099,275,315.0,354375.0
18947168,0,632.0,355500.0
18956740,0,4424.0,355500.0
18957534,0,694.0,314000.0
18958675,156,628.0,353250.0
18959043,0,948.0,3160.0
18962334,2,9480.0,355500.0
18963167,0,948.0,355500.0
18968968,0,316.0,355500.0
18970527,0,948.0,355500.0
18999228,168,316.0,8848.0
19009647,0,316.0,355500.0
19011029,230,630.0,354375.0
19014853,0,414.0,355500.0
19016798,40,405.0,354375.0
19018039,246,723.0,355500.0
19026163,205,658.0,8173.0
19033669,0,632.0,1580.0
19037442,85,945.0,354375.0
19038489,251,9420.0,353250.0
19051036,140,630.0,354375.0
19053043,295,405.0,354375.0
19067718,159,675.0,354375.0
19069205,0,314.0,353250.0
19069745,0,632.0,948.0
19079973,0,586.0,28350.0
19084955,0,632.0,9164.0
19085348,203,9450.0,354375.0
19085535,100,405.0,354375.0
19096320,277,315.0,9450.0
19097489,0,316.0,2212.0
19097922,135,403.0,114610.0
19099854,0,632.0,1580.0
19100648,88,630.0,354375.0
19103546,0,632.0,355500.0
19103871,0,316.0,948.0
19117738,308,628.0,353250.0
19138141,0,632.0,4424.0
19138438,119,814.0,354375.0
19138889,0,407.0,355500.0
19141445,289,627.0,354375.0
19154386,87,628.0,8792.0
19155943,273,314.0,353250.0
19157583,0,316.0,355500.0
19160258,180,9450.0,28350.0
19163331,0,316.0,2212.0
19171446,1,632.0,6636.0
19252137,284,675.0,354375.0
19265582,158,9480.0,115340.0
19274453,180,945.0,354375.0
19290301,44,630.0,354375.0
19291604,0,316.0,9480.0
19291875,97,403.0,353250.0
19291900,205,5972.0,354375.0
19295468,211,630.0,354375.0
19306758,0,412.0,354375.0
19315291,0,9420.0,353250.0
19316760,0,316.0,355500.0
19330858,298,493.0,353250.0
19332714,177,315.0,354375.0
19342217,0,632.0,355500.0
19342278,0,630.0,354375.0
19349043,315,798.0,354375.0
19359365,0,632.0,355500.0
19360952,132,717.0,353250.0
19376411,258,315.0,354375.0
19389661,310,630.0,354375.0
19411986,254,630.0,354375.0
19425918,157,314.0,353250.0
19430055,180,405.0,354375.0
19442874,0,948.0,355500.0
19450515,311,314.0,353250.0
19450868,311,314.0,353250.0
19450972,242,315.0,354375.0
19455638,272,949.0,15750.0
19491180,312,630.0,354375.0
19499224,101,540.0,354375.0
19507454,151,630.0,354375.0
19519302,231,644.0,354375.0
19519890,238,945.0,354375.0
19521585,284,945.0,354375.0
19522718,257,315.0,114975.0
19533433,4,632.0,948.0
19562068,1,315.0,354375.0
19562882,0,1218.0,9164.0
19567805,268,315.0,354375.0
19574379,249,624.0,353250.0
19587024,40,630.0,354375.0
19587574,175,717.0,353250.0
19604428,0,632.0,355500.0
19606463,0,9480.0,115340.0
19620241,168,630.0,354375.0
19623675,0,407.0,355500.0
19671851,299,315.0,354375.0
19692021,184,405.0,8505.0
19694811,177,642.0,355500.0
19701341,46,630.0,354375.0
19719733,179,630.0,354375.0
19738055,165,405.0,354375.0
19740043,0,1580.0,2212.0
19782209,301,948.0,355500.0
19785613,276,945.0,354375.0
19789014,309,925.0,113400.0
19789237,314,634.0,354375.0
19802101,140,315.0,11025.0
19807666,89,628.0,353250.0
19830616,73,314.0,353250.0
19841413,242,314.0,353250.0
19848323,315,9765.0,354375.0
19860036,24,403.0,353250.0
19863718,299,9450.0,354375.0
19871491,0,3792.0,3792.0
19888057,237,588.0,355500.0
19892346,0,316.0,355500.0
19893170,189,630.0,354375.0
19906783,73,630.0,354375.0
19912700,136,9450.0,354375.0
19928439,315,495.0,354375.0
19949088,179,9450.0,114975.0
19966815,153,630.0,354375.0
19981631,83,630.0,354375.0
20017304,79,315.0,354375.0
20027128,0,632.0,2212.0
20027446,89,945.0,2205.0
20054707,179,632.0,4424.0
20071515,83,630.0,354375.0
20074753,179,630.0,114975.0
20119896,315,630.0,4410.0
20120341,315,630.0,4410.0
20120538,316,632.0,4424.0
20120787,314,632.0,4424.0
20124821,244,799.0,355500.0
20136020,232,630.0,354375.0
20136164,216,630.0,354375.0
20137844,280,630.0,354375.0
20143595,296,315.0,354375.0
20149887,0,632.0,9164.0
20150138,158,762.0,354375.0
20171351,306,630.0,354375.0
20174815,0,316.0,2212.0
20176601,0,314.0,353250.0
20193773,314,9420.0,353250.0
20203694,130,630.0,354375.0
20203697,6,630.0,354375.0
20227078,291,630.0,354375.0
20230152,0,632.0,355500.0
20254385,245,630.0,354375.0
20264954,0,632.0,355500.0
20271121,292,394.0,354375.0
20279924,37,630.0,4410.0
20282895,274,407.0,355500.0
20297198,20,405.0,354375.0
20300880,90,630.0,1260.0
20309290,179,630.0,354375.0
20321909,163,405.0,59850.0
20329546,289,762.0,9450.0
20332678,0,316.0,1264.0
20356993,183,945.0,2205.0
20357914,259,990.0,9450.0
20362343,149,314.0,353250.0
20388159,0,632.0,355500.0
20389923,77,628.0,353250.0
20403836,308,628.0,353250.0
20405341,272,315.0,354375.0
20409576,279,888.0,354375.0
20411425,288,630.0,354375.0
20419190,284,540.0,354375.0
20427870,218,405.0,354375.0
20439200,56,942.0,353250.0
20439775,228,9450.0,354375.0
20440520,90,632.0,2212.0
20441773,165,630.0,354375.0
20453180,0,628.0,1256.0
20456848,0,630.0,354375.0
20458812,290,315.0,114975.0
20459044,224,315.0,354375.0
20462670,230,314.0,114610.0
20463556,209,315.0,114975.0
20479906,0,628.0,353250.0
20480522,66,2205.0,354375.0
20497814,174,315.0,1575.0
20498188,0,316.0,355500.0
20498530,88,9765.0,354375.0
20502341,46,928.0,355500.0
20517535,309,315.0,114975.0
20517901,179,630.0,94500.0
20520311,0,948.0,1264.0
20523189,315,405.0,1890.0
20524865,0,316.0,355500.0
20525061,246,315.0,354375.0
20532933,0,316.0,355500.0
20535818,137,9450.0,354375.0
20535948,0,316.0,355500.0
20537447,90,630.0,354375.0
20540434,257,315.0,354375.0
20603723,7,630.0,354375.0
20604352,264,630.0,354375.0
20607858,180,360.0,354375.0
20614238,314,813.0,4740.0
20618929,200,630.0,354375.0
20620561,212,630.0,354375.0
20638894,266,632.0,9135.0
20638938,270,9450.0,354375.0
20639964,274,630.0,354375.0
20660438,298,405.0,354375.0
20662723,0,9480.0,110600.0
20663697,89,630.0,354375.0
20666788,29,630.0,9450.0
20675403,0,316.0,355500.0
20676728,149,315.0,354375.0
20680778,207,628.0,353250.0
20710751,272,315.0,354375.0
20721285,294,9450.0,114975.0
20722362,86,316.0,355500.0
20723108,150,9765.0,114975.0
20748625,0,407.0,355500.0
20783376,0,314.0,353250.0
20804194,0,632.0,2212.0
20813762,246,9420.0,353250.0
20833447,299,1890.0,8820.0
20844778,203,630.0,56700.0
20848750,176,642.0,354375.0
20857149,275,9450.0,114975.0
20858747,295,630.0,354375.0
20862600,101,630.0,354375.0
20862841,0,632.0,355500.0
20863396,9,945.0,354375.0
20864705,254,853.0,353250.0
20885853,221,829.0,114610.0
20888639,270,315.0,3780.0
20889295,270,661.0,353250.0
20896221,28,630.0,354375.0
20896717,112,9450.0,354375.0
20901459,312,630.0,354375.0
20901478,258,315.0,354375.0
20903915,292,9765.0,354375.0
20914017,106,405.0,354375.0
20915239,88,630.0,2205.0
20916469,0,316.0,355500.0
20920858,219,720.0,354375.0
20972023,50,939.0,114660.0
20978183,38,628.0,353250.0
20978425,0,9480.0,58460.0
20980320,92,721.0,9164.0
20982539,125,315.0,354375.0
20991062,0,768.0,355500.0
20991153,160,450.0,28350.0
20994116,297,898.0,37800.0
20995462,218,628.0,353250.0
20996016,61,675.0,354375.0
21007703,275,315.0,354375.0
21007930,0,945.0,354375.0
21009814,296,630.0,354375.0
21009983,123,630.0,354375.0
21020344,0,632.0,355500.0
21037472,282,630.0,9450.0
21038042,295,944.0,114975.0
21045367,0,948.0,355500.0
21052820,168,630.0,354375.0
21053251,147,315.0,354375.0
21057779,0,9480.0,110600.0
21065772,249,632.0,355500.0
21067873,134,630.0,18900.0
21068852,120,630.0,4410.0
21075745,0,316.0,355500.0
21076644,29,630.0,354375.0
21080889,183,315.0,354375.0
21105175,184,315.0,354375.0
21110847,176,630.0,4410.0
21122584,219,945.0,354375.0
21134195,247,315.0,354375.0
21135859,0,407.0,355500.0
21136105,267,405.0,354375.0
21137392,180,360.0,4725.0
21139386,292,315.0,354375.0
21140384,307,898.0,37800.0
21151024,0,9480.0,355500.0
21152147,263,649.0,14490.0
21152967,0,677.0,2212.0
21161277,0,632.0,2212.0
21171616,0,632.0,28440.0
21177218,273,630.0,354375.0
21191242,252,315.0,354375.0
21200262,227,945.0,354375.0
21203492,274,649.0,14490.0
21204565,277,655.0,14490.0
21204581,32,1866.0,14444.0
21220159,68,315.0,354375.0
21231154,242,315.0,354375.0
21246955,308,830.0,354375.0
21254060,0,316.0,355500.0
21262489,315,830.0,354375.0
21263588,0,407.0,355500.0
21267861,0,948.0,1580.0
21277643,166,722.0,354375.0
21296186,301,495.0,354375.0
21296745,88,630.0,354375.0
21306275,262,630.0,354375.0
21313008,90,675.0,4410.0
21315292,0,407.0,355500.0
21320589,155,1035.0,9135.0
21326710,61,315.0,354375.0
21355891,0,316.0,355500.0
21367589,253,630.0,354375.0
21369707,89,628.0,2198.0
21376774,314,315.0,354375.0
21377234,81,630.0,354375.0
21379581,81,630.0,354375.0
21393296,202,1260.0,56700.0
21421625,245,630.0,114975.0
21476445,0,9164.0,355500.0
21489729,279,495.0,354375.0
21491535,135,585.0,37800.0
21497591,0,857.0,355500.0
21498938,283,630.0,6615.0
21511409,210,630.0,354375.0
21511985,178,9450.0,354375.0
21513133,58,315.0,354375.0
21526488,90,945.0,354375.0
21547870,309,945.0,4410.0
21574996,224,690.0,354375.0
21575580,224,720.0,354375.0
21577506,4,1260.0,1260.0
21579627,245,9420.0,353250.0
21579843,0,857.0,355500.0
21582620,261,1035.0,354375.0
21588080,0,632.0,4740.0
21594855,0,316.0,4424.0
21606660,306,630.0,354375.0
21614195,289,649.0,14490.0
21625478,261,630.0,354375.0
21635878,179,628.0,353250.0
21655498,0,316.0,355500.0
21661657,260,630.0,57330.0
21661712,260,630.0,57330.0
21663370,0,948.0,4424.0
21664433,196,314.0,353250.0
21676569,137,630.0,354375.0
21681983,310,504.0,114975.0
21682850,281,315.0,354375.0
21703187,292,649.0,14490.0
21714890,217,314.0,353250.0
21716038,4,628.0,353250.0
21723405,119,405.0,114975.0
21723860,0,316.0,355500.0
21738248,190,8820.0,354375.0
21741057,172,9450.0,354375.0
21764113,96,583.0,353250.0
21764839,74,630.0,354375.0
21766140,218,9450.0,354375.0
21771280,279,630.0,354375.0
21782285,139,630.0,354375.0
21785950,89,7020.0,9450.0
21804263,314,799.0,355500.0
21817146,154,315.0,8820.0
21825800,180,9765.0,354375.0
21838647,0,632.0,115340.0
21851166,135,630.0,354375.0
21860076,268,632.0,355500.0
21878160,206,795.0,354375.0
21878945,0,9480.0,355500.0
21892746,315,9450.0,354375.0
21899544,0,632.0,355500.0
21901340,0,316.0,4740.0
21935318,281,628.0,353250.0
21943948,131,630.0,354375.0
21944665,9,855.0,354375.0
21947757,260,942.0,353250.0
21963341,314,9734.0,353250.0
21966606,289,630.0,114975.0
21976671,0,316.0,355500.0
21979516,275,9765.0,354375.0
21982904,282,630.0,57330.0
21982932,296,628.0,57148.0
21995381,314,9450.0,114660.0
22000958,259,630.0,29925.0
22029154,133,765.0,354375.0
22031954,0,316.0,355500.0
22047944,296,896.0,4396.0
22059579,140,405.0,354375.0
22083244,0,632.0,2212.0
22102094,314,9450.0,114975.0
22117080,222,630.0,9765.0
22121852,129,360.0,354375.0
22125239,204,450.0,354375.0
22135558,33,720.0,354375.0
22142890,251,795.0,354375.0
22143838,313,314.0,1570.0
22145719,90,9420.0,353250.0
22152056,284,799.0,355500.0
22152275,0,9164.0,355500.0
22152916,0,9164.0,355500.0
22166266,204,448.0,353250.0
22176012,244,1515.0,354375.0
22180345,315,9450.0,354375.0
22180388,300,9135.0,14175.0
22193580,145,806.0,4396.0
22199761,0,316.0,355500.0
22206538,49,945.0,354375.0
22208444,0,314.0,353250.0
22208797,265,504.0,114975.0
22227229,130,630.0,354375.0
22232694,252,630.0,57330.0
22232728,257,630.0,57330.0
22240048,240,649.0,14490.0
22249626,297,766.0,9480.0
22249781,288,766.0,9480.0
22264807,149,834.0,354375.0
22264893,196,630.0,354375.0
22265309,215,630.0,354375.0
22279241,180,315.0,354375.0
22293790,0,628.0,2512.0
22293797,42,630.0,354375.0
22294279,0,632.0,2844.0
22295361,16,636.0,57330.0
22295857,0,9480.0,355500.0
22303367,24,1045.0,354375.0
22305826,315,630.0,354375.0
22308396,22,405.0,354375.0
22318183,6,632.0,9480.0
22318815,83,14130.0,20724.0
22324981,275,797.0,354375.0
22329704,282,630.0,354375.0
22330112,273,646.0,14444.0
22338114,197,630.0,354375.0
22351243,140,628.0,28260.0
22354393,0,316.0,4424.0
22355536,301,315.0,354375.0
22385587,119,315.0,354375.0
22389581,282,797.0,354375.0
22411420,279,630.0,57330.0
22436356,180,315.0,3150.0
22464173,152,649.0,14490.0
22464763,32,632.0,355500.0
22470279,261,630.0,354375.0
22503128,0,9480.0,355500.0
22520815,90,315.0,9450.0
22526172,134,315.0,354375.0
22531145,308,9450.0,354375.0
22532050,73,315.0,354375.0
22532182,253,630.0,354375.0
22550820,240,675.0,354375.0
22567211,137,327.0,354375.0
22569739,277,675.0,354375.0
22588784,39,630.0,354375.0
22616889,71,630.0,354375.0
22624724,140,678.0,355500.0
22638095,146,630.0,354375.0
22652867,167,630.0,354375.0
22653424,304,9450.0,354375.0
22654775,274,630.0,354375.0
22655043,275,630.0,354375.0
22686691,65,405.0,354375.0
22688960,0,948.0,355500.0
22692770,0,632.0,948.0
22703330,306,925.0,114975.0
22703634,301,915.0,112140.0
22703664,263,925.0,114975.0
22725918,0,730.0,355500.0
22731510,46,315.0,9765.0
22734849,253,632.0,355500.0
22752387,229,315.0,354375.0
22765877,253,314.0,353250.0
22770048,114,717.0,353250.0
22772121,285,493.0,353250.0
22773602,283,632.0,30020.0
22780049,270,675.0,354375.0
22784774,83,315.0,354375.0
22792743,0,632.0,1264.0
22795197,176,540.0,354375.0
22795751,245,700.0,354375.0
22817684,0,316.0,355500.0
22827784,153,9450.0,114975.0
22877835,26,945.0,354375.0
22902972,21,630.0,354375.0
22906651,216,9450.0,354375.0
22912489,0,9480.0,14220.0
22924332,263,720.0,354375.0
22925475,274,675.0,354375.0
22943063,85,2205.0,354375.0
22952720,256,8820.0,354375.0
22955802,132,630.0,354375.0
22960233,247,673.0,353250.0
22971321,193,1487.0,355500.0
22984828,0,316.0,948.0
23001203,255,630.0,57330.0
23016197,17,630.0,354375.0
23021796,0,632.0,355500.0
23023261,141,315.0,354375.0
23038293,108,630.0,9450.0
23051976,0,632.0,3160.0
23058254,297,316.0,355500.0
23060442,111,405.0,114975.0
23085827,160,630.0,354375.0
23091861,262,675.0,354375.0
23120954,0,723.0,355500.0
23126738,227,765.0,354375.0
23127383,0,948.0,4424.0
23141814,5,315.0,354375.0
23144425,225,981.0,354375.0
23145089,0,316.0,1896.0
23168304,279,795.0,354375.0
23169939,272,630.0,354375.0
23181795,230,9450.0,56700.0
23182334,177,315.0,354375.0
23183573,0,316.0,355500.0
23185782,140,630.0,354375.0
23187033,18,667.0,355500.0
23192339,153,948.0,355500.0
23220754,225,945.0,354375.0
23220802,0,628.0,353250.0
23291336,161,405.0,354375.0
23306155,134,630.0,354375.0
23321562,90,942.0,2198.0
